PRIMER NOMBRE;SEGUNDO NOMBRE;APELLIDO PATERNO;APELLIDO MATERNO;TIPO IDENTIFICACION;CEDULA/PASAPORTE;RUC;TELEFONO;CELULAR;CORREO;DESCRIPCION DE SOCIO;TIPO DE SOCIO;SUCURSAL REGISTRO;FECHA NACIMIENTO;GENERO;DISCAPACIDAD;ESTADO CIVIL;Nro CARGAS FAMILIARES;DOMICILIO CALLE PRINCIPAL;DOMICILIO CALLE SECUNDARIA;DOMICILIO Nro Vivienda;DOMICILIO PROVINCIA;DOMICILIO CANTON;DOMICILIO PARROQUIA;DOMICILIO BARRIO;DOMICILIO REFERENCIA;ACTIVIDAD ECONOMICA;NEGOCIO CALLE PRINCIPAL;NEGOCIO CALLE SECUNDARIA;NEGOCIO Nro Vivienda;NEGOCIO PROVINCIA;NEGOCIO CANTON;NEGOCIO PARROQUIA;NEGOCIO BARRIO;NEGOCIO REFERENCIA
Lisa;George;Martinez;Sims;C;1002003000;;6-(358)669-7480;7-(599)286-8250;gsimshb@friendfeed.com;Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.;CLIENTE;El Angel;21/11/2013;F;NO;SOLTERO;3;Kennedy;Comanche;7;El Salvador;France;France;France;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.";Digitado;Bay;Bonner;520;France;France;France;France;Phasellus in felis. Donec semper sapien a libero. Nam dui.
Sharon;Shawn;Henderson;Castillo;C;1004002000;;4-(964)632-4555;2-(638)786-4847;scastillohc@typepad.com;"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.";CLIENTE;El Angel;30/12/2013;F;NO;DIVORCIADO;;Russell;Maryland;1223;Poland;Bolivia;Bolivia;Bolivia;;Tendero;Golf View;Kenwood;8694;Bolivia;Bolivia;Bolivia;Bolivia;In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.
Jack;Phyllis;Wheeler;Watson;C;1002003000;;2-(860)554-2338;8-(865)273-7635;pwatsonhd@taobao.com;;CLIENTE;El Angel;22/05/2014;M;NO;SOLTERO;4;Shopko;Talisman;562;Kiribati;Serbia;Serbia;Serbia;Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.;Artesano;Dovetail;Holmberg;76;Serbia;Serbia;;Serbia;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Keith;Ruth;Fuller;Pierce;C;1002003000;;1-(144)881-4659;4-(786)682-9446;;;CLIENTE;Pimampiro;21/07/2014;M;NO;CASADO;1;Ryan;Anthes;3;Russia;China;China;China;Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.;Digitado;Northfield;Arrowood;408;China;China;China;China;Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Justin;;Cruz;Gilbert;C;1004002000;;;6-(236)911-3402;;"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.";CLIENTE;Urcuqui;25/08/2014;M;SI;CASADO;2;Jenna;Schurz;8821;China;Ireland;Ireland;Ireland;Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.;Digitado;Haas;West;8;Ireland;;Ireland;Ireland;
Sharon;Jessica;Greene;Fisher;C;1004002000;;6-(310)413-5848;8-(719)516-3700;jfisherhg@live.com;"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.";GARANTE;Mira;18/06/2014;M;NO;VIUDO;3;Daystar;Bluestem;4932;China;China;China;China;Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.;Carnicero;Sheridan;Dawn;5;China;;China;China;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.
Eric;Shawn;Reed;Weaver;C;1002003000;;3-(614)708-6859;0-(825)584-8204;;;CLIENTE;Mira;01/09/2014;M;NO;SOLTERO;;Cascade;Golf;1;Portugal;United States;United States;United States;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.;Escultor;Farragut;Kedzie;4508;United States;United States;United States;United States;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Joan;Alan;Brown;Shaw;C;1002003000;;0-(435)551-9949;5-(033)654-8229;ashawhi@google.de;;CLIENTE;El Angel;05/06/2014;F;NO;SOLTERO;0;Crescent Oaks;Dakota;69364;Japan;Indonesia;Indonesia;Indonesia;Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.;Artesano;Walton;Talmadge;18066;Indonesia;Indonesia;Indonesia;Indonesia;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
Susan;Gary;Lawson;Stevens;P;1002003000;;3-(094)218-4878;6-(530)756-4835;;"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.";CLIENTE;Urcuqui;17/04/2014;M;NO;SOLTERO;;Quincy;Morrow;97;Argentina;Poland;Poland;Poland;Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.;Lechero;Reindahl;Lerdahl;747;Poland;Poland;Poland;Poland;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Dorothy;Edward;Wright;Harris;C;1002003000;;4-(069)710-6365;8-(089)339-5504;;;CLIENTE;;02/12/2013;M;NO;CASADO;;Clyde Gallagher;Mockingbird;783;China;China;China;China;Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.;Heladero;Sachs;Nelson;7;China;China;China;China;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Wayne;Wayne;Collins;Thompson;C;1002003000;;0-(020)783-6876;2-(011)740-7509;wthompsonhl@networkadvertising.org;"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.";CLIENTE;El Angel;15/09/2014;F;NO;CASADO;2;Rockefeller;Talmadge;54492;China;Philippines;Philippines;Philippines;Sed ante. Vivamus tortor. Duis mattis egestas metus.;Panadero;Park Meadow;Grim;2;Philippines;Philippines;Philippines;Philippines;Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Angela;Ruth;Young;Bell;C;1004002000;;0-(979)606-8394;6-(800)123-0661;rbellhm@theguardian.com;In congue. Etiam justo. Etiam pretium iaculis justo.;CLIENTE;Mira;16/09/2014;M;NO;VIUDO;3;Barby;Morningstar;54;Russia;Costa Rica;Costa Rica;Costa Rica;Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.;Comerciante;Clarendon;Riverside;8076;Costa Rica;Costa Rica;Costa Rica;Costa Rica;Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Louise;Juan;Bennett;Day;C;1004002000;;7-(161)863-3975;1-(277)158-2177;;"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.";GARANTE;El Angel;10/08/2014;M;NO;VIUDO;3;Forest;Prairieview;6380;Sweden;Indonesia;Indonesia;Indonesia;In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.;Carnicero;Michigan;Holmberg;48;Indonesia;Indonesia;Indonesia;Indonesia;Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Christina;Angela;Rice;Long;C;1002003000;;3-(564)493-5083;9-(322)726-0284;alongho@tiny.cc;"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.";CLIENTE;Urcuqui;26/07/2014;F;NO;CASADO;;Barnett;Dunning;869;China;Portugal;Portugal;Portugal;In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.;Panadero;Elgar;Cottonwood;703;Portugal;Portugal;Portugal;Portugal;Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Rebecca;Jacqueline;Stewart;Young;C;1004002000;;6-(000)476-4178;0-(608)163-0597;;"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.";GARANTE;El Angel;09/01/2014;M;NO;SOLTERO;3;Holy Cross;Transport;318;Bangladesh;Indonesia;Indonesia;Indonesia;Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.;Carnicero;Manitowish;;2;Indonesia;Indonesia;Indonesia;Indonesia;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Teresa;Doris;Warren;;C;1002003000;;3-(274)650-7746;4-(684)035-7106;;;CLIENTE;Urcuqui;11/02/2014;M;NO;SOLTERO;;Scofield;Northfield;86644;China;Philippines;Philippines;Philippines;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.;Digitado;Carberry;Waubesa;1442;Philippines;Philippines;Philippines;Philippines;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Sandra;Adam;Anderson;Diaz;P;1004002000;;1-(107)128-3472;7-(104)945-7027;adiazhr@pagesperso-orange.fr;;CLIENTE;Pimampiro;10/02/2014;M;NO;SOLTERO;;Grasskamp;Scott;8481;;Albania;Albania;Albania;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.;Mecánico;Hovde;Lindbergh;29865;Albania;Albania;Albania;Albania;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Roger;Jessica;Murphy;Morgan;C;1004002000;;4-(550)832-7359;9-(388)481-7880;;"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.";GARANTE;Urcuqui;06/06/2014;M;NO;CASADO;1;Bonner;Kings;42543;Russia;Netherlands;Netherlands;Netherlands;Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.;Escultor;Stephen;Fairview;25;Netherlands;Netherlands;Netherlands;Netherlands;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.
Russell;Todd;Ramos;Fisher;P;1002003000;;8-(034)534-1360;3-(372)679-9727;tfisherht@house.gov;;CLIENTE;El Angel;29/12/2013;M;NO;CASADO;;Susan;Straubel;4;Bosnia and Herzegovina;Germany;Germany;Germany;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.;Digitado;Bowman;Welch;9847;Germany;Germany;Germany;Germany;Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.
Gregory;Brenda;Campbell;Price;C;1004002000;;4-(053)111-0563;4-(679)292-2793;;Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.;CLIENTE;El Angel;01/02/2014;F;NO;;;Badeau;Rigney;77795;China;China;China;China;;Comerciante;West;Lighthouse Bay;36;China;China;China;China;In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.
Virginia;Sharon;Cole;Elliott;C;1002003000;;8-(231)906-8907;5-(519)915-6251;selliotthv@upenn.edu;;CLIENTE;Urcuqui;25/12/2013;F;;CASADO;;Schurz;Blaine;0;Indonesia;Poland;Poland;Poland;Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.;Carnicero;Anniversary;Orin;94733;Poland;Poland;Poland;Poland;Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Lawrence;Julie;Hansen;Ramirez;C;1002003000;;6-(764)172-5462;6-(205)671-3251;jramirezhw@disqus.com;"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.";CLIENTE;Pimampiro;30/07/2014;F;NO;SOLTERO;3;Cardinal;Dakota;24631;Russia;Laos;Laos;Laos;Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.;Tendero;Cottonwood;Express;8153;Laos;Laos;Laos;Laos;Fusce consequat. Nulla nisl. Nunc nisl.
Michelle;Jennifer;Stewart;Jordan;C;1002003000;;4-(403)633-2918;3-(033)430-5254;jjordanhx@opera.com;"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.";GARANTE;El Angel;28/06/2014;F;NO;;1;Longview;Lindbergh;64;Poland;Venezuela;Venezuela;Venezuela;Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.;Costurero;Bowman;Dwight;145;Venezuela;Venezuela;Venezuela;;Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Ralph;Virginia;Olson;Harrison;C;1002003000;;8-(777)146-8905;0-(076)161-1275;vharrisonhy@wikia.com;;CLIENTE;Urcuqui;15/06/2014;F;NO;DIVORCIADO;1;Prentice;Helena;219;Pakistan;China;China;China;Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.;Heladero;;Mallard;398;China;China;China;China;Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
Amy;Samuel;Hayes;Thompson;C;1004002000;;1-(324)553-1219;8-(080)287-7337;sthompsonhz@virginia.edu;;CLIENTE;El Angel;02/10/2014;M;NO;SOLTERO;1;;;7745;Lebanon;Brazil;Brazil;Brazil;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.;Carnicero;Canary;Melrose;934;Brazil;Brazil;;Brazil;Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
Paula;Lois;Howard;Kim;C;1004002000;;2-(299)365-7011;9-(807)088-3610;lkimi0@ovh.net;Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.;CLIENTE;Mira;06/07/2014;M;;SOLTERO;2;Maryland;Northwestern;5;France;China;China;China;Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.;Escultor;Morningstar;Ruskin;4233;;China;China;China;In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Paula;;Dunn;Hall;C;1002003000;;5-(787)098-1073;8-(299)042-4373;bhalli1@woothemes.com;"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.";GARANTE;Pimampiro;25/10/2014;F;NO;DIVORCIADO;3;Aberg;Lillian;48;United Kingdom;Portugal;Portugal;Portugal;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.;Lechero;Loeprich;Crest Line;1;Portugal;Portugal;Portugal;Portugal;In congue. Etiam justo. Etiam pretium iaculis justo.
Theresa;Nicholas;Gonzalez;Burke;P;1004002000;;8-(951)880-6187;4-(222)168-8461;;"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.";CLIENTE;El Angel;02/05/2014;M;NO;CASADO;0;Hagan;High Crossing;8378;;Sweden;Sweden;Sweden;Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.;Lechero;Forest Run;Jana;;Sweden;Sweden;Sweden;Sweden;"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
Phillip;Juan;Arnold;Thompson;C;1004002000;;5-(336)440-8210;5-(701)232-6157;;Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.;CLIENTE;Urcuqui;02/11/2014;M;NO;CASADO;2;Springview;Kingsford;0;Sweden;Lithuania;Lithuania;Lithuania;Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.;Comerciante;Duke;;3429;Lithuania;Lithuania;Lithuania;Lithuania;Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Justin;Susan;Reynolds;Fowler;C;1002003000;;;1-(807)773-5140;sfowleri4@google.es;;CLIENTE;Pimampiro;16/08/2014;F;NO;CASADO;;Dryden;Buell;9900;Portugal;Sierra Leone;Sierra Leone;;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.;Artesano;Knutson;Eagle Crest;9810;Sierra Leone;Sierra Leone;Sierra Leone;;Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
James;Kimberly;Holmes;;C;1002003000;;2-(040)683-6961;7-(031)876-9278;;Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.;GARANTE;Urcuqui;13/01/2014;M;SI;CASADO;2;Trailsway;Union;4343;;Afghanistan;Afghanistan;Afghanistan;Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.;Digitado;;Schurz;46;Afghanistan;Afghanistan;Afghanistan;Afghanistan;Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.
Karen;Christopher;Hicks;Hall;C;1002003000;;5-(858)843-6901;5-(790)645-8679;challi6@trellian.com;;CLIENTE;El Angel;11/01/2014;M;;CASADO;;Manley;Emmet;6;Palau;France;France;France;Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.;Panadero;Lighthouse Bay;South;271;France;France;France;France;"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
Anne;Andrea;Hamilton;Fuller;C;1002003000;;0-(364)368-0173;2-(642)799-4401;afulleri7@home.pl;"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.";CLIENTE;;01/07/2014;F;NO;VIUDO;;Scoville;Heffernan;401;Ivory Coast;China;China;China;;Tendero;Killdeer;Sutherland;60;China;China;China;;Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
Shirley;Gregory;Williams;Snyder;C;1002003000;;9-(345)718-2758;0-(070)849-4751;gsnyderi8@goodreads.com;;GARANTE;Urcuqui;01/09/2014;F;NO;CASADO;;Butterfield;Riverside;67;Canada;;;China;Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.;Artesano;Anthes;Goodland;6;China;China;China;China;Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
